,answerPassageId,createdAt,answerPassageText,authorUID,question,corpusVersion,language
928,265-15,2023-05-06 10:29:55.231310+00:00,"miel hasta después del primer cumpleaños. Puede causar botulismo en los bebés. jugo, leche, yogur o queso no pasterizados leche común de vaca o las bebidas de soja hasta que su bebé supere los 12 meses de edad, en lugar de la leche materna o de fórmula. Puede ofrecerle a un bebé yogur o queso, siempre que estén pasterizados.

source: https://kidshealth.org/es/parents/feed812m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Que deberia comer mi Bebe de 11 Meses,v0.1,es
935,5047-2,2023-06-15 11:01:50.156361+00:00,"Reciba información sobre el resfriado común, cómo prevenirlo y qué hacer si alguien en su programa lo tiene.

source: https://eclkc.ohs.acf.hhs.gov/es/browse/topic/physical-health?page=7",JqIXVmpHhGa9SmYbZpvNasgjlyt2,¿Comi puedo ayudar a mi be e con un resfriado?,v0.1,es
938,101005-0,2024-05-02 11:44:41.584160+00:00,"¿Cuáles son algunas señales de advertencia de las complicaciones posibles durante el embarazo: Hable con su proveedor de atención médica sobre los signos de advertencia posibles de trabajo de parto prematuro y otras complicaciones del embarazo. Avise a su proveedor de atención médica inmediatamente si presenta algo de lo siguiente durante el embarazo:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/85,P04297",lorena-trial,¿Cuáles son algunas señales de advertencia durante el embarazo de las que debo estar al tanto?,v0.1,es
972,45831-17,2024-06-08 14:24:46.101591+00:00,"Senos: ¿Qué puede hacer si tiene dolor en los senos durante el embarazo?

Continúe leyendo aquí: https://nacersano.marchofdimes.org/embarazo/malestares-comunes-del-embarazo.aspx",l3eCwZbbUNTonTWXrUayZ2no5C93,Por que me duelen tanto los senos durante el embarazo,v0.1,es
978,43431-6,2024-05-02 11:44:15.696420+00:00,"Crear el apego: Formar un vínculo de apego con su bebé será probablemente uno de los aspectos más placenteros de su cuidado. Puede empezar acunando al bebé, meciéndolo en su regazo y acariciándolo suavemente. Si usted y su pareja sostienen, tocan y abrazan a su bebé a menudo, su pequeño pronto aprenderá a distinguir entre sus formas de tocarlo. Ambos pueden aprovechar la oportunidad de estar ""piel a piel"" con su recién nacido, manteniéndolo en contacto con su propia piel mientras lo alimentan o lo acunan.

Continúe leyendo aquí: https://kidshealth.org/es/parents/bonding.html",lorena-trial,¿Cuáles son algunas formas de crear un vínculo con mi recién nacido?,v0.1,es
1017,1253-3,2023-06-26 13:36:31.778591+00:00,"Por lo tanto, los padres deben saber cómo mantener a los niños seguros cuando están en el agua (ya sea en una bañera, una embarcación, una piscina o un espejo de agua natural).

source: https://kidshealth.org/es/parents/water-safety.html",fnz9MTNcKvPJHWaZYBlh7hlPr0G3,¿Cuándo es un buen momento para llevar a mi bebé a una piscina pública?,v0.1,es
1022,38570-42,2023-06-15 11:03:25.505673+00:00,"Asegúrate de que tu bebé esté bien prendido al pecho y bien ubicado. Amamanta con frecuencia y deja que tu bebé decida cuándo dejar de comer. Ofrécele ambos pechos en cada alimentación. Deja que tu bebé siga lactando del primer pecho mientras esté chupando y tragando. Ofrécele el otro pecho cuando baje el ritmo o se detenga. Evita darle leche de fórmula o cereal además de tu leche materna, especialmente en los primeros 6 meses de vida.

source: https://espanol.womenshealth.gov/breastfeeding/breastfeeding-challenges/common-breastfeeding-challenges",l3eCwZbbUNTonTWXrUayZ2no5C93,Como hacer que mi bebe de dos años deje el pecho,v0.1,es
1026,98735-47,2024-05-02 11:45:11.623411+00:00,"¿Qué puedo hacer para prevenir la hemorragia posparto: Antes del parto, es importante saber qué la pone en riesgo de sufrir hemorragia posparto. También es importante contar con atención de emergencia disponible en caso de que sea necesario en el momento del parto y después del nacimiento. La atención rápida puede reducir la cantidad de sangre perdida.

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/HighRiskPregnancy/90,P05596",lorena-trial,¿Cuáles son algunas complicaciones posparto comunes y cómo puedo prevenirlas?,v0.1,es
1041,6004-41,2024-04-02 10:31:06.391411+00:00,"Y añade: “yo me veo enjaulado y sé de mí que fuerzas humanas, como no fueran sobrenaturales, no fueran bastantes para enjaularme”.

Continúe leyendo aquí: https://www.elsevier.es/es-revista-acta-poetica-112-articulo-cosas-que-calla-cervantes-quijote-S0185308215000231",siG5by4Y2bT2jbzCGhPwucZpten2,es: como jaundice,v0.1,es
1049,65927-0,2024-05-02 11:49:02.988810+00:00,"¿Cuáles son los beneficios de la lactancia materna: La lactancia materna le ofrece muchos beneficios a su bebé. La leche materna está llena de células, hormonas y anticuerpos que brindan la nutrición esencial para ayudar a que su bebé crezca y se convierta en un niño fuerte y saludable.

Continúe leyendo aquí: https://salud.nih.gov/preguntele-a-carla/cuales-son-los-beneficios-de-la-lactancia-materna",lorena-trial,¿Cuáles son los beneficios de la lactancia materna tanto para la madre como para el bebé?,v0.1,es
1091,10938-309,2023-07-10 09:39:50.767855+00:00,"Duerma cuando el bebé duerme. Pídale a alguien de su confianza que le cuide al bebé mientras toma la siesta, se baña, lee, sale a caminar o va de compras. Explore los grupos a los que usted y su recién nacido pueden unirse, como los grupos de ""mamás nuevas"". No sienta que necesita hacerlo todo usted sola. Busque ayuda de amigos, familiares o grupos de apoyo locales.

source: https://www.niddk.nih.gov/health-information/informacion-de-la-salud/control-de-peso/alimentacion-saludable-actividad-fisica-vida/ver-todo-contenido",LfrdulxiEUWpzj0NSZWpPoaHdR23,Que debo hacer si mi bebe no duerme lo suficiente,v0.1,es
1112,7966-28,2023-07-01 11:30:05.481552+00:00,"En general, usted puede comenzar a darle alimentos sólidos a su bebé aproximadamente a los 6 meses de edad. Alimente a su bebé a la mesa, con el resto de la familia. Siga el consejo de su médico sobre cuándo alimentar a su bebé y qué alimentos ofrecerle.nota 1 Por lo general, cuantos más alimentos sólidos come un bebé, menos leche materna o leche de fórmula necesita, y más fácil es para el bebé dejar el seno o el biberón.

source: https://espanol.kaiserpermanente.org/es/southern-california/health-wellness/health-encyclopedia/he.hw97699",l3eCwZbbUNTonTWXrUayZ2no5C93,Le puedo dar sólidos a mis bebes,v0.1,es
1121,100971-0,2024-05-02 11:49:01.186448+00:00,"Pruebas comunes durante el embarazo: Las siguientes son algunas de las pruebas más comunes durante el embarazo:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/85,P04340",lorena-trial,¿Cuáles son algunas pruebas y exámenes comunes durante el embarazo?,v0.1,es
1173,61837-1,2024-05-02 11:44:34.318444+00:00,"Signos y síntomas comunes del embarazo: Los primeros signos y síntomas más comunes del embarazo podrían incluir los siguientes:

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/getting-pregnant/in-depth/symptoms-of-pregnancy/art-20043853",lorena-trial,¿Cuáles son algunos síntomas comunes del embarazo?,v0.1,es
1188,120377-1,2024-05-02 11:49:40.227164+00:00,"Cuándo empezar con el entrenamiento: La mayoría de los niños comienza a mostrar signos de que están listos para el entrenamiento para ir al baño entre las edades de 18 y 30 meses. Antes de los 18 meses, mayoría de los niños no puede controlar completamente sus músculos de la vejiga y el intestino. Su hijo le avisará a su manera que está listo para comenzar este entrenamiento. Los niños están listos cuando:

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/patientinstructions/000944.htm",lorena-trial,¿Cuáles son algunas señales de que mi bebé está listo para empezar el entrenamiento para ir al baño?,v0.1,es
1206,131174-3,2024-05-02 11:46:14.582818+00:00,"¿Qué sucede con el aumento de peso durante el embarazo?

Continúe leyendo aquí: https://mothertobaby.org/es/hojas-informativas/obesidad/",lorena-trial,¿Cuál es el aumento de peso ideal durante el embarazo?,v0.1,es
1213,1608-2,2023-06-02 13:49:55.533690+00:00,"En lugar de jugo, sírvale verduras y frutas enteras en puré. Contienen nutrientes importantes que no están presentes en el jugo. Si su bebé parece tener sed, ofrézcale una pequeña cantidad de agua entre las comidas.

source: https://kidshealth.org/es/parents/babies-juice.html",LwYfnEgSVVSc8dFcNE1luSiaaJh2,¿Qué hacer si mi bebé comió papel?,v0.1,es
1273,116-1,2023-07-01 10:08:20.983753+00:00,"Los bebés también pueden tener problemas para prenderse o “pegarse” si las madres tienen hinchazón mamaria por congestión de los senos u otros factores. Si un bebé amamanta persistentemente sin prenderse cómodamente, se puede lastimar el pezón.

source: https://www.saludmadre.com/cuidadopersonal/los-pezones",l3eCwZbbUNTonTWXrUayZ2no5C93,Como quitarle los pechos a los bebes,v0.1,es
1297,2364-2,2024-04-30 16:09:32.039799+00:00,"Gracias por escribir. Parece que esta es una situación realmente desafiante, y probablemente también alarmante para usted. Afortunadamente parece que usted, junto con el psicólogo de su hijo, han determinado que en realidad él no quiere hacerse daño y que esto es solo un miedo. Al parecer es posible que él tenga un trastorno obsesivo compulsivo, que parece ser algo de lo que usted y su terapeuta ya han hablado.

Continúe leyendo aquí: https://childmind.org/es/articulo/mi-hijo-esta-obsesionado-con-el-temor-a-suicidarse-se-enoja-cuando-intento-dejar-de-hablar-de-ello-que-le-puedo-decir/",AelZYirIiKRU36tUn84YHMSPNkE2,I’m worried about my child being stupid,v0.1,es
1329,13315-8,2023-06-15 10:39:36.705603+00:00,"Para un niño de 2 años o más, el médico puede recomendar darle aceite mineral. El niño recibirá el aceite mineral por vía oral o a través de un enema.

source: https://www.niddk.nih.gov/health-information/informacion-de-la-salud/enfermedades-digestivas/estrenimiento-ninos/tratamiento",l3eCwZbbUNTonTWXrUayZ2no5C93,Es recomendable dar magnesio a niños menores de 2 años,v0.1,es
1334,611-19,2023-06-26 15:12:40.755453+00:00,"Pruebas sobre la velocidad de la conducción nerviosa y electromiografía (EMG): Estas pruebas examinan los nervios y los músculos para detectar la causa de la debilidad y determinar si existe una neuropatía periférica.

source: https://kidshealth.org/es/parents/cmt.html",fnz9MTNcKvPJHWaZYBlh7hlPr0G3,¿Qué es la prueba de esfuerzo NIPT?,v0.1,es
1362,266-5,2023-06-03 10:33:00.116100+00:00,"No añada cereales u otros alimentos al biberón de su bebé porque eso podría llevar a un aumento excesivo de peso.

source: https://kidshealth.org/es/parents/feed47m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Ejemplo de una dieta balanceada para un bebe de 7 meses,v0.1,es
1377,93-0,2023-06-13 14:06:26.371590+00:00,"El nacimiento de un bebé también da a luz a una nueva madre. Tener un bebé nos cambia. Las investigaciones confirman que casi todas las mujeres sufren “cambios fundamentales” después del parto que realmente alteran sus cerebros. Sí, tu cuerpo, tus relaciones, prioridades y tu vida cambian, pero también tu sentido de ser. Esto no es algo que la mayoría de las mujeres esperan que suceda. Como dijo una mamá del Proyecto Cuarto Trimestre, “Ya no soy Ashley, soy la mamá de Aiden.”

source: https://www.saludmadre.com/cuidadopersonal/tu-nueva-identidad-como-mam",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque despues de dar a luz uno tiene ciertos cambios en su vida personal,v0.1,es
1412,269-35,2023-05-11 10:42:15.252626+00:00,"Si su bebé está molesto, llora, parece tener hambre, no parece estar satisfecho después de alimentarse y moja menos pañales es posible que no esté comiendo lo suficiente. Si le preocupa que su bebé no esté comiendo lo suficiente, llame al médico.

source: https://kidshealth.org/es/parents/feednewborn.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Como puedo hacer que mi bebe se alimenta mejor,v0.1,es
1415,43169-6,2024-05-02 11:50:14.006188+00:00,"¿Cómo debo introducir los alimentos sólidos: Cuando sea el momento adecuado, empiece a darle a su bebé papillas de un solo cereal enriquecido con hierro. Empiece con 1 o 2 cucharadas de papilla del cereal mezcladas con leche materna, de fórmula o agua. Alimente a su bebé con una cucharita para bebés. No añada cereales u otros alimentos al biberón de su bebé porque eso podría llevare a un aumento excesivo de peso. Deje que su bebé practique la conducta de comer usando una cucharita y de dejar que comer cuando esté satisfecho.

Continúe leyendo aquí: https://kidshealth.org/es/parents/solid-foods.html",lorena-trial,¿Cuáles son algunas formas seguras de introducir nuevos alimentos a mi bebé?,v0.1,es
1481,1609-21,2023-06-03 10:41:26.429862+00:00,"Los padres y los cuidadores habituales del niño deberían entender aproximadamente el 50% de lo que dice un niño de 2 años y aproximadamente el 75% de lo que dice un niño de 3 años. Con 4 años de edad, a un niño se le debería entender prácticamente todo, incluso cuando habla con desconocidos.

source: https://kidshealth.org/es/parents/not-talk.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque los niños menores de dos años tienen dificultades para hablar y entender,v0.1,es
1491,510-9,2023-05-31 21:05:27.738193+00:00,"Para la seborrea en otras partes del cuerpo, es posible que el médico recomiende también una crema suave que contenga esteroides o antifúngicos.

source: https://kidshealth.org/es/parents/cradle-cap.html",QbpRA7yqNATq6w1ftOgCWKMptnh2,Cual es la mejor tratamiento para la costra lactea?,v0.1,es
1520,8571-21,2023-07-01 09:31:14.290698+00:00,"Es probable que observe que bajar de peso es más fácil cuando se amamanta. Pero los índices de adelgazamiento después del parto varían según cada mujer.

source: https://espanol.kaiserpermanente.org/es/maryland-virginia-washington-dc/health-wellness/health-encyclopedia/he.hw91687",l3eCwZbbUNTonTWXrUayZ2no5C93,Como bajar de peso después del parto,v0.1,es
1531,5047-2,2023-06-15 11:02:04.406592+00:00,"Reciba información sobre el resfriado común, cómo prevenirlo y qué hacer si alguien en su programa lo tiene.

source: https://eclkc.ohs.acf.hhs.gov/es/browse/topic/physical-health?page=7",JqIXVmpHhGa9SmYbZpvNasgjlyt2,¿Comi puedo ayudar a mi be e con un resfriado?,v0.1,es
1574,98627-24,2024-05-02 11:48:39.814583+00:00,"Cómo aumentar la capacidad de desarrollo y la seguridad emocional de su bebé: A continuación, hay algunas maneras de reforzar la seguridad emocional del bebé:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/Growth/90,P05274",lorena-trial,¿Cuáles son algunas formas de estimular el desarrollo de mi bebé?,v0.1,es
1653,2057-84,2023-06-02 13:46:45.242907+00:00,"Si pierdes el tapón mucoso, esto generalmente significa que el cuello de tu útero se está dilatando (abriendo) y se está volviendo más delgado y suave a la vez (se está borrando). Podrías entrar en trabajo de parto en poco tiempo o podrían pasar días enteros.

source: https://espanol.womenshealth.gov/pregnancy/childbirth-and-beyond/labor-and-birth",LwYfnEgSVVSc8dFcNE1luSiaaJh2,¿Se puede diluir el cérvix sin tapón mucoso?,v0.1,es
